cleaned_text,sentiment,text_length
study reveals behaviors fuel mutual disliking children emotionally struggling students likely develop enemies showing manage emotions interact others early lasting social emotional effects,1,188
researchers discover new alzheimer disease susceptibility genes,1,63
cognitive activity midlife late life independently associated lower risk alzheimer disease dementia early life cognitive activity,-1,129
new study reveals neanderthals experienced population crash years ago examination semicircular canals ear shows neanderthals experienced bottleneck event physical genetic variation lost,1,185
new study performance based reimbursement primary care indirectly lowers perceived quality care increasing illegitimate tasks contributing moral distress among physicians,1,170
batteries convert nuclear energy electricity via light emission offer viable option power electronics places high radiation fields already exist suggests new study,1,163
childhood trauma increases incidence heart disease black women emory study finds,-1,80
study reveals africa reach c climate change threshold even low emission scenarios,0,81
protein tiny tardigrades may help cancer patients tolerate radiation therapy,0,76
serious mental illness common chronic kidney disease patients chronic kidney disease percent likely suffer serious mental illnesses schizophrenia bipolar disorder major depression compared general population,-1,207
stellaris high field quasi isodynamic stellarator prototypical fusion power plant,1,81
synthesis design cholinesterase inhibitory activity novel triazole schiff bases combined experimental computational approach,1,124
reshaped functional connectivity gradients acute ischemic stroke neuroimage clinical,1,84
plants losing appetite carbon dioxide amid effects warming climate earth plants soils reached peak carbon dioxide sequestration proportion absorbed declining since study finds passing tipping point increases chances runaway climate breakdown,1,241
thought sea level dropped glacial maximum red sea became hyper saline everything died new evidence deep water corals suggests case,1,130
research revealed massive ancient glaciers acted like giant bulldozers reshaping earth surface paving way complex life flourish giant ice sheets melted triggered enormous floods flushed minerals chemicals including uranium oceans,-1,229
singaporean study shows magnetic therapy increases anticancer factors human blood results randomised double blinded clinical trial,0,130
new study finds patients living minutes emergency care likely face complex surgical issues longer hospital stays highlights impact distance health outcomes,-1,155
novel bone marrow transplant cure sickle cell disease according results new trial people severe sickle cell disease procedure trial alive two years transplant considered cured,1,175
new study highlights health risks dust storms u southwest findings show significant rise motor vehicle accidents well hospital visits asthma congestive heart failure dust storms study used time stratified case crossover design analyze im,1,237
research finds female athlete may soon break minute mile barrier faith kipyegon set women mile world record improved aerodynamic drafting could enable improve approximately making historic milestone attainable,-1,209
helium earth core researchers discovered helium typically considered chemically inert bond iron high pressure conditions earth core may contain substantial amounts helium challenging existing theories planet internal structure history,1,234
exploratory analysis molecular traits mitochondrial dna leafcutting ants infer taxonomic characters towards integrative taxonomy,0,128
measures double magic atom reveal unexpected nuclei shape,1,57
new study published today lancet respiratory medicine tested whether set interventions keep lungs expanded abdominal surgery could lower risk serious breathing problems patients compared usual care academic hospitals u,-1,218
study reveals behaviors fuel mutual disliking children emotionally struggling students likely develop enemies showing manage emotions interact others early lasting social emotional effects,1,188
